Tlin11583-RA	f47b2e8d038368e3bf39ba79d1364618	90	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	62	84	-	T	19-02-2024	-	-
Tlin14606-RA	bccb6e158172152c7a47b725ff73c8a4	349	Pfam	PF12146	Serine aminopeptidase, S33	115	202	1.4E-8	T	19-02-2024	IPR022742	Serine aminopeptidase, S33	-
Tlin14606-RA	bccb6e158172152c7a47b725ff73c8a4	349	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	108	325	1.04E-27	T	19-02-2024	IPR029058	Alpha/Beta hydrolase fold	-
Tlin14606-RA	bccb6e158172152c7a47b725ff73c8a4	349	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	97	326	1.8E-22	T	19-02-2024	IPR029058	Alpha/Beta hydrolase fold	-
Tlin14606-RA	bccb6e158172152c7a47b725ff73c8a4	349	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	7	29	-	T	19-02-2024	-	-
Tlin11611-RA	51ae5469d7014a2c7c3441a7b53515b5	201	Gene3D	G3DSA:3.50.50.60	-	30	201	5.6E-43	T	19-02-2024	IPR036188	FAD/NAD(P)-binding domain superfamily	-
Tlin11611-RA	51ae5469d7014a2c7c3441a7b53515b5	201	SUPERFAMILY	SSF51905	FAD/NAD(P)-binding domain	31	199	1.11E-16	T	19-02-2024	IPR036188	FAD/NAD(P)-binding domain superfamily	-
Tlin11611-RA	51ae5469d7014a2c7c3441a7b53515b5	201	PANTHER	PTHR43876	UBIQUINONE BIOSYNTHESIS MONOOXYGENASE COQ6, MITOCHONDRIAL	29	199	1.6E-38	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	Gene3D	G3DSA:1.20.1730.10	Sodium/glucose cotransporter	35	547	9.7E-126	T	19-02-2024	IPR038377	Sodium/glucose symporter superfamily	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	124	146	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	10	29	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	50	72	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	277	299	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	82	104	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	336	358	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	161	183	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	411	433	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	190	207	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	379	401	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	235	257	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	438	460	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	PANTHER	PTHR42985	SODIUM-COUPLED MONOCARBOXYLATE TRANSPORTER	3	553	6.4E-184	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	CDD	cd11492	SLC5sbd_NIS-SMVT	10	522	0.0	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	501	523	-	T	19-02-2024	-	-
Tlin12016-RA	e024804faba036edf36206a01f30bb28	569	Pfam	PF00474	Sodium:solute symporter family	42	451	1.5E-38	T	19-02-2024	IPR001734	Sodium/solute symporter	GO:0016020|GO:0022857|GO:0055085
Tlin06878-RA	776af76c73c263687a7e206499368fd3	737	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	95	384	1.02E-60	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin06878-RA	776af76c73c263687a7e206499368fd3	737	ProSitePatterns	PS00039	DEAD-box subfamily ATP-dependent helicases signature.	173	181	-	T	19-02-2024	IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site	-
Tlin06878-RA	776af76c73c263687a7e206499368fd3	737	Gene3D	G3DSA:3.40.50.300	-	238	395	6.3E-41	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin06878-RA	776af76c73c263687a7e206499368fd3	737	Pfam	PF00270	DEAD/DEAH box helicase	51	215	3.7E-34	T	19-02-2024	IPR011545	DEAD/DEAH box helicase domain	GO:0003676|GO:0005524
Tlin06878-RA	776af76c73c263687a7e206499368fd3	737	Gene3D	G3DSA:3.40.50.300	-	7	230	1.8E-54	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin06878-RA	776af76c73c263687a7e206499368fd3	737	CDD	cd18787	SF2_C_DEAD	239	375	7.3548E-42	T	19-02-2024	-	-
Tlin06878-RA	776af76c73c263687a7e206499368fd3	737	Pfam	PF00271	Helicase conserved C-terminal domain	259	367	2.0E-26	T	19-02-2024	IPR001650	Helicase, C-terminal	-
Tlin06878-RA	776af76c73c263687a7e206499368fd3	737	PANTHER	PTHR47958	ATP-DEPENDENT RNA HELICASE DBP3	36	381	8.7E-80	T	19-02-2024	-	-
Tlin07449-RA	8b6cd764a8672076b7c57c04d203a69f	408	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	234	256	-	T	19-02-2024	-	-
Tlin07449-RA	8b6cd764a8672076b7c57c04d203a69f	408	PANTHER	PTHR39947	IP19862P	6	408	4.8E-124	T	19-02-2024	-	-
Tlin07449-RA	8b6cd764a8672076b7c57c04d203a69f	408	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	266	288	-	T	19-02-2024	-	-
Tlin07449-RA	8b6cd764a8672076b7c57c04d203a69f	408	Pfam	PF15038	Jiraiya	127	299	1.1E-69	T	19-02-2024	IPR029201	Jiraiya	-
Tlin07449-RA	8b6cd764a8672076b7c57c04d203a69f	408	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	127	149	-	T	19-02-2024	-	-
Tlin07449-RA	8b6cd764a8672076b7c57c04d203a69f	408	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	190	212	-	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	637	672	1.42196E-8	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	751	787	2.97153E-6	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	1362	1373	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	1074	1141	4.1E-17	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	775	786	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00010	Aspartic acid and asparagine hydroxylation site.	1196	1207	-	T	19-02-2024	IPR000152	EGF-type aspartate/asparagine hydroxylation site	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd21706	JMTM_dNotch	1654	1743	3.8451E-18	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	89	100	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00010	Aspartic acid and asparagine hydroxylation site.	538	549	-	T	19-02-2024	IPR000152	EGF-type aspartate/asparagine hydroxylation site	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF57196	EGF/Laminin	1260	1296	2.68E-8	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	202	213	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	815	826	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	180	219	4.5E-11	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF57184	Growth factor receptor domain	816	948	6.28E-13	T	19-02-2024	IPR009030	Growth factor receptor cysteine-rich domain superfamily	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF12796	Ankyrin repeats (3 copies)	1862	1944	1.9E-9	T	19-02-2024	IPR002110	Ankyrin repeat	GO:0005515
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF12796	Ankyrin repeats (3 copies)	1953	2041	1.7E-12	T	19-02-2024	IPR002110	Ankyrin repeat	GO:0005515
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF57196	EGF/Laminin	16	65	1.26E-5	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF07684	NOTCH protein	1607	1662	8.8E-17	T	19-02-2024	IPR011656	Notch, NODP domain	GO:0007219|GO:0007275|GO:0016020|GO:0030154
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF57184	Growth factor receptor domain	1131	1265	5.96E-11	T	19-02-2024	IPR009030	Growth factor receptor cysteine-rich domain superfamily	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00010	Aspartic acid and asparagine hydroxylation site.	501	512	-	T	19-02-2024	IPR000152	EGF-type aspartate/asparagine hydroxylation site	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	854	865	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	163	174	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	1044	1055	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	1167	1178	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	968	979	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	126	137	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF57196	EGF/Laminin	1338	1376	4.46E-6	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	1183	1217	1.10729E-5	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	371	408	3.95644E-10	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	1263	1293	2.0E-4	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	298	326	1.6E-4	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	414	442	2.8E-6	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	565	594	5.7E-6	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	717	747	2.5E-9	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	68	99	3.4E-7	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	1147	1172	1.2E-5	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	1301	1332	1.7E-6	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	1024	1053	1.6E-6	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	106	135	1.8E-7	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	679	708	9.0E-5	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	452	482	1.4E-7	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	1109	1138	6.0E-7	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	181	212	8.1E-6	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	910	940	9.0E-7	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	490	518	2.8E-7	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	641	670	8.3E-8	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	986	1015	3.9E-5	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	755	784	5.2E-8	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	603	633	4.1E-8	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	1186	1215	7.5E-6	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	335	365	7.7E-6	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF00008	EGF-like domain	872	901	8.4E-8	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	434	445	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	1129	1140	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	141	177	4.1E-11	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	830	869	6.5E-12	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	374	410	1.9E-15	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	906	942	1.67897E-7	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	472	483	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	623	634	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01187	Calcium-binding EGF-like domain signature.	486	510	-	T	19-02-2024	IPR018097	EGF-like calcium-binding, conserved site	GO:0005509
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	563	600	6.1E-14	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	947	983	8.0E-12	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	1183	1221	1.8E-12	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	220	257	5.2E-12	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	639	677	1.1E-13	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	1143	1179	5.14849E-6	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	1283	1294	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF57184	Growth factor receptor domain	398	529	2.51E-13	T	19-02-2024	IPR009030	Growth factor receptor cysteine-rich domain superfamily	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	318	329	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	699	710	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00010	Aspartic acid and asparagine hydroxylation site.	309	320	-	T	19-02-2024	IPR000152	EGF-type aspartate/asparagine hydroxylation site	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	258	294	6.3E-14	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	563	597	1.55502E-6	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	510	521	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	791	829	2.6E-7	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF57196	EGF/Laminin	1076	1109	7.48E-5	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:3.30.70.3310	-	1526	1674	1.3E-30	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	510	521	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:3.30.300.320	-	1400	1524	8.7E-39	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	357	368	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	737	748	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Pfam	PF06816	NOTCH protein	1524	1579	3.3E-21	T	19-02-2024	IPR010660	Notch, NOD domain	GO:0016020|GO:0030154
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	357	368	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	547	558	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	599	635	2.32475E-9	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:2.10.25.10	Laminin	333	373	5.8E-8	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	547	558	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	737	748	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00010	Aspartic acid and asparagine hydroxylation site.	883	894	-	T	19-02-2024	IPR000152	EGF-type aspartate/asparagine hydroxylation site	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00010	Aspartic acid and asparagine hydroxylation site.	576	587	-	T	19-02-2024	IPR000152	EGF-type aspartate/asparagine hydroxylation site	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF57184	Growth factor receptor domain	72	182	2.04E-8	T	19-02-2024	IPR009030	Growth factor receptor cysteine-rich domain superfamily	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF90193	Notch domain	1487	1520	1.57E-7	T	19-02-2024	IPR035993	Notch-like domain superfamily	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	829	865	3.23716E-8	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	983	1017	0.00493534	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00010	Aspartic acid and asparagine hydroxylation site.	1353	1364	-	T	19-02-2024	IPR000152	EGF-type aspartate/asparagine hydroxylation site	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	930	941	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00010	Aspartic acid and asparagine hydroxylation site.	231	242	-	T	19-02-2024	IPR000152	EGF-type aspartate/asparagine hydroxylation site	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	240	251	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	1091	1102	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	Gene3D	G3DSA:1.25.40.20	-	1825	2075	3.4E-77	T	19-02-2024	IPR036770	Ankyrin repeat-containing domain superfamily	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF57184	Growth factor receptor domain	948	1062	2.35E-9	T	19-02-2024	IPR009030	Growth factor receptor cysteine-rich domain superfamily	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	892	903	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS00022	EGF-like domain signature 1.	1245	1256	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	1245	1256	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01186	EGF-like domain signature 2.	892	903	-	T	19-02-2024	IPR000742	EGF-like domain	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	SUPERFAMILY	SSF57196	EGF/Laminin	751	794	3.19E-10	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	949	980	8.16708E-6	T	19-02-2024	-	-
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	ProSitePatterns	PS01187	Calcium-binding EGF-like domain signature.	410	434	-	T	19-02-2024	IPR018097	EGF-like calcium-binding, conserved site	GO:0005509
Tlin09106-RA	308179c0cbe9a06e7429a4e667c55f58	2485	CDD	cd00054	EGF_CA	675	711	1.53984E-6	T	19-02-2024	-	-
